PROG,USO,DESTINAZIONE,PORTATA,FLAG_ANN_MASSA_RIMORC,CILINDRATA,ALIMENTAZIONE,MASSA_RIMORCHIABILE,NUMERO_POSTI,TIPO_ALIMENTAZIONE_IMPIANTO,KW,DT_PRIMA_IMMATRICOLAZIONE,NUMERO_ASSI,COD_SIGLA_EURO,EMISSIONI_CO2,PESO_COMPLESSIVO,COD_ISTAT_COMUNE,COD_ISTAT_PROVINCIA
11890354,2,A,485,P,"1242,00",B,900,5,,51,2010,2,EURO5,1230,1590,146,015
13703861,0,A,445,P,"1600,00",GPL,1500,5,,84,2014,2,EURO5,1390,1940,057,018
13437571,0,A,425,A,"1198,00",B,0,5,,59,2013,2,EURO5,1150,1425,146,015
14742723,0,A,480,P,"1598,00",G,1200,5,,88,2016,2,EURO6,1090,1875,113,016
5666824,0,A,500,P,01756,GPL,1300,5,GPL,80,1991,2,,0,1810,189,015
4165464,0,M,75,A,00124,B,0,2,,7.09,1999,2,EURO0,0,261,146,015
3580805,0,A,345,P,00954,B,500,5,,37,1999,2,EURO2,0,1215,024,016
882101,0,A,468,P,02967,G,1900,5,,165,2005,2,EURO4,2290,2455,096,017
9736307,0,M,119,A,00499,B,0,2,,32,2008,2,EURO3,0,415,083,012
1171511,0,A,0,,01285,B,,5,,0,,2,,,0,016,012
11452779,0,A,522,P,01598,GPL,1100,5,,85,2010,2,EURO4,1440,1860,116,015
4884026,0,A,330,P,01108,B,900,5,,40,1997,2,EURO2,0,1200,205,016
1419476,0,A,440,P,01242,B,750,4,,44,2004,2,EURO3,1420,1460,034,020
15032938,0,A,400,P,"1994,00",B,1600,5,GPL,92,2001,2,EURO2,2240,1895,178,017
11217959,0,A,424,P,01398,G,1150,5,,50,2010,2,EURO4,1100,1564,004,098
10090342,0,A,435,P,01910,G,0,5,,88,2007,2,EURO4,148,1920,219,016
3418080,0,A,385,P,01108,B,900,5,,40,1999,2,EURO2,0,1310,146,015
15063974,0,M,0,A,"123,00",MSC,0,2,,3.68,2016,2,EURO0,0,162,188,017
74889,0,A,330,P,00903,B,800,5,,33,1983,2,EURO0,0,1100,028,108
3622645,0,A,420,P,00973,B,700,5,,40,1999,2,EURO2,0,1390,061,098
11785273,0,A,594,P,"1968,00",G,2000,5,,125,2010,2,EURO5,1690,2270,096,017
11605110,4,I,620,P,"1588,00",G,1200,5,,39.01,1982,2,EURO0,0,2400,105,015
11694298,0,A,465,P,"2993,00",G,1800,5,F,170,2007,2,EURO4,2180,2255,095,013
5899145,4,C,450,P,"2477,00",G,1700,2,,70,2013,2,,0,2200,171,018
5611394,0,A,390,P,01390,B,900,5,,57,1990,2,EURO0,0,1400,011,108
11784878,4,C,475,P,"1248,00",G,600,4,,55,2010,2,EURO4,1150,1755,153,016
9526598,4,P,580,P,03199,B,2100,5,,165,1998,2,EURO2,0,2250,146,015
12987035,0,A,595,P,"1560,00",G,1375,5,,84,2012,2,EURO5,1100,2100,146,015
13073334,0,A,0,P,48,B,500,998,,48,2011,2,EURO5,120,1585,171,015
13937959,0,A,357,P,"1248,00",B,850,5,,62.5,2014,2,EURO5,1140,1515,028,108
5933348,0,A,250,,00652,B,,4,,17,,2,,,920,180,017
6807343,0,A,419,P,01242,B,600,5,,55,2004,2,EURO4,1470,1520,067,012
918486,0,A,360,P,00895,B,650,5,,30,1981,2,EURO0,0,1130,072,014
936245,0,A,480,P,01598,B,1200,5,,74,2005,2,EURO4,1750,1855,020,108
2941722,0,A,397,P,01995,G,1000,5,,66,2001,2,EURO3,1560,1705,038,016
4998722,0,A,350,P,00956,B,650,5,,32,1978,2,EURO0,0,1160,039,108
7208322,0,A,345,P,01364,G,900,5,,55,2003,2,EURO3,1170,1420,050,108
15593971,0,A,435,P,"1248,00",G,1000,5,F,55,2015,2,EURO5,1070,1710,195,015
9107323,0,M,115,A,00499,B,,2,,32.6,2005,2,EURO2,0,415,021,019
11636654,0,M,75,A,"151,00",B,0,2,,6,2010,2,EURO3,0,269,195,015
3589093,0,A,445,P,01370,B,1100,5,,76,1999,2,EURO2,0,1680,056,018
14560694,0,A,2340,P,999,B,800,5,,44,2015,2,EURO6,0,1540,105,015
14698990,0,A,535,P,"1461,00",G,1200,5,F,80,2016,2,EURO6,1010,1960,033,108
11327367,0,A,405,P,01086,GPL,700,5,,48.5,2010,2,EURO4,1150,1405,118,015
14131982,0,M,35,A,"999,00",B,0,1,,133,2015,2,EURO3,0,309,078,012
12669990,0,A,435,A,"996,00",B,0,5,,48,2012,2,EURO5,1190,1485,001,097
10186899,0,A,495,P,136800,B,1300,5,GPL,110,2015,2,EURO4,1650,1890,029,017
14901304,0,A,525,P,"1995,00",G,2000,5,F,105,2016,2,EURO6,1240,2135,032,012
2840395,0,A,390,P,01108,B,400,5,,40,2001,2,EURO3,1430,1200,027,098
11264853,0,A,284,P,01398,G,800,4,,50,2006,2,EURO4,1250,1544,053,108
10187192,0,A,450,P,01992,G,1500,5,,80,2008,2,EURO4,1470,1830,177,018
15984863,0,A,447,P,"898,00",GPL,1200,5,,66,2017,2,EURO6,1060,1611,051,020
3142666,0,A,398,P,01596,B,1200,5,,74,2000,2,EURO3,1690,1590,040,016
15075836,0,A,405,A,"1496,00",G,0,4,,70,2016,2,EURO6,890,1595,036,019
1067572,0,A,0,,00845,B,,5,,0,,0,,,0,138,012
6002332,0,A,445,P,01747,B,1300,5,,106,1998,2,EURO2,1960,1750,086,015
13665455,0,A,495,P,1968,G,1600,5,,105,2010,2,EURO5,1550,2125,059,012
1429895,0,A,185,A,00698,B,0,2,,45,2004,2,EURO4,1160,990,035,013
8516660,0,A,445,P,01229,B,850,5,,59,2007,2,EURO4,1390,1575,017,108
4478446,0,A,373,P,01275,B,750,5,,55,1997,2,EURO2,0,1300,033,108
6744742,0,A,280,A,01398,G,0,4,,40,2006,2,EURO4,1090,1245,026,108
3546911,0,A,500,P,"1998,00",B,1900,5,,100,2013,2,EURO2,0,1940,146,015
3664303,0,A,505,P,01149,B,1150,5,,43,1999,2,EURO2,0,1600,032,012
8380467,0,A,414,P,00999,B,700,5,,44.5,2007,2,EURO4,1230,1350,016,016
11000461,0,A,195,A,00999,B,0,2,,52,2009,2,EURO4,1040,1020,146,015
14821684,0,A,500,P,"1685,00",G,1400,5,F,85,2016,2,EURO6,1240,2000,091,016
9671604,0,A,370,P,01242,B,800,5,,44,2008,2,EURO4,1560,1425,009,014
14358481,0,A,490,P,"999,00",B,800,5,,44,2015,2,EURO6,1140,1540,068,016
11637609,0,A,435,P,"1360,00",B,600,5,,54,2010,2,EURO4,1550,1690,130,015
10977903,0,A,535,P,01498,B,1000,5,,70,2009,2,EURO4,1630,1835,156,017
1819197,0,A,390,P,02184,G,2000,5,,100,2004,2,EURO3,1900,2050,146,015
3591998,0,A,355,,01389,B,,5,,66,,2,,,1485,209,015
14238152,0,A,525,P,"1461,00",G,1350,5,F,81,2015,2,EURO5,990,1910,081,015
13524426,0,M,119,A,"499,00",B,0,2,,32,2012,2,EURO3,0,415,081,012
3030514,0,A,405,P,01124,B,650,5,,44.01,2001,2,EURO3,1450,1295,037,017
7648613,0,A,425,P,01248,G,1000,5,,51,2006,2,EURO4,1350,1700,029,017
14890327,0,A,0,A,01956,G,1600,5,,120,2015,2,EURO5,143,2315,083,097
2411945,0,A,390,P,01108,B,400,5,,40,2002,2,EURO3,1430,1200,065,020
11949381,0,A,395,P,"1242,00",B,900,5,,44,2002,2,EURO3,1360,1330,030,020
11002444,0,A,360,A,00796,GPL,0,5,,38,2009,2,EURO4,1190,1250,127,017
4161133,0,A,410,P,01896,G,1300,5,,66,1998,2,EURO2,0,1740,026,020
7753057,4,I,558,A,02800,G,,5,,107,2006,2,EURO3,0,3500,084,013
11936533,0,A,485,P,"1368,00",B,1000,5,,57,2010,2,EURO5,1320,1600,133,012
12695978,0,A,0,P,1399,G,750,5,,50,,2,EURO3,120,1570,146,015
14127068,0,A,450,A,"1499,00",B,0,5,,100,2014,2,EURO6,1090,1670,029,017
9967328,0,A,424,P,01242,B,600,5,,55,2008,2,EURO4,1390,1520,182,018
5231691,0,A,250,P,00499,B,300,4,,13,1968,2,EURO0,0,850,097,017
2876805,0,A,335,P,01149,B,600,4,,43,2001,2,EURO3,1480,1230,146,015
8285881,0,M,145,A,01085,B,,2,,59,1998,2,EURO1,0,450,138,013
7167164,0,A,435,P,01910,G,1300,5,,85,2003,2,EURO3,1490,1920,146,015
824172,0,A,480,P,01686,G,1300,5,,74,2005,2,EURO4,1430,1935,003,108
10398895,0,A,365,P,01242,B,800,4,,51,2009,2,EURO4,1180,1340,099,015
6081927,4,C,1430,A,02496,G,,3,,51,1989,2,EURO0,0,3080,024,016
10859001,0,A,425,P,01995,G,1200,5,,90,2009,2,EURO4,1500,1810,092,017
14731288,0,A,484,P,"1422,00",G,1000,5,,55,2016,2,EURO6,990,1630,146,015
3612672,0,A,410,P,01896,G,1500,5,,81,1999,2,EURO2,0,1870,142,016
8147912,0,A,380,P,01108,B,900,5,,40,1995,2,EURO2,0,1315,209,015
7512972,0,A,370,P,01242,B,800,5,,44,2006,2,EURO4,1380,1305,146,015
3520190,0,A,475,P,01985,B,1800,5,,141,1999,2,EURO2,0,2130,110,018
9256889,4,C,625,P,01596,M,1000,2,,76,2008,2,EURO4,0,2090,146,015
11953335,6,C,14240,P,"12777,00",G,18000,2,,375,2011,3,EURO5,0,26000,146,015
10480402,0,A,446,P,01229,B,850,5,GPL,59,2009,2,EURO4,1390,1605,041,015
6652792,4,P,405,P,02477,G,1800,5,,73,1993,2,EURO2,0,2300,164,017
12155722,0,A,522,P,1598,G,1400,5,F,77,2011,2,EURO5,1070,1840,019,108
13286134,0,A,367,P,"1396,00",B,1300,5,,66.2,2013,2,EURO5,1400,1710,159,015
12503695,2,A,375,P,"1598,00",G,1200,4,,77,2011,2,EURO5,990,1590,185,015
6727647,0,M,105,A,00636,B,,2,,95.5,2006,2,EURO2,0,372,034,108
7743323,0,A,435,P,01248,G,1000,5,,51,2006,2,EURO4,1190,1490,012,097
1526234,0,A,475,P,03200,G,2800,5,,118,2004,2,EURO3,2510,2510,083,018
2533414,4,C,300,P,01108,B,800,2,,40,2002,2,EURO3,0,1105,092,012
2187745,0,A,395,P,01242,B,900,5,,44,2003,2,EURO3,1360,1330,162,016
2218689,0,A,445,P,01199,B,950,5,,55,2002,2,EURO4,1540,1455,146,015
13237789,0,A,485,P,"2231,00",G,1800,5,,110,2013,2,EURO5,1890,2190,146,015
7354376,0,A,275,A,01299,B,0,4,,51,2005,2,EURO4,1540,1265,146,015
9628651,0,A,365,P,01248,G,800,4,,55,2008,2,EURO4,1100,1420,029,108
7828923,0,A,437,P,01896,G,1400,5,,77,2007,2,EURO4,1510,1850,015,017
1348337,0,M,105,A,00748,B,,2,,76,2005,2,EURO2,0,390,138,013
6468873,4,I,660,P,02402,G,1000,6,,66,2002,2,EURO3,0,3290,146,015
220285,0,A,250,,01275,B,,4,,37,,2,,,1025,146,015
12346400,0,A,441,P,124200,B,500,5,GPL,44,2011,2,EURO5,1270,1495,245,016
4554418,0,M,70,A,00344,B,,2,,19.87,1984,2,EURO0,0,294,027,017
2683502,0,M,115,A,00152,B,0,2,,9.5,2002,2,EURO1,0,340,070,012
8326489,0,M,109,A,00124,B,,2,,7.65,2007,2,EURO3,0,305,042,097
15852418,0,A,525,P,"1968,00",G,2000,5,,110,2017,2,EURO6,1310,2115,148,017
13456086,0,M,142,A,798,B,0,2,,36.8,1984,2,EURO0,0,398,153,016
5431993,0,M,,A,00123,MSC,,2,,5.89,1976,2,EURO0,0,,028,020
8951973,0,A,722,P,02179,G,1850,8,,94,2003,2,EURO3,1990,2505,062,017
38842,0,A,350,,01108,B,,5,,36,,2,EURO1,,1195,029,017
14497495,0,A,476,P,"998,00",B,650,5,,59,2015,2,EURO6,1050,1530,036,015
11075614,0,A,255,A,00998,B,0,4,,50,2009,2,EURO4,1100,1210,146,015
9619335,4,Y,0,A,00000,,,0,,0,2008,4,,0,33320,074,019
7307534,0,A,425,P,01587,B,1200,5,,80,2002,2,EURO3,1690,1693,030,097
14943024,0,M,120,A,"745,00",B,0,2,,40.3,2016,2,EURO4,0,433,249,015
13089574,0,A,476,P,1390,B,1000,5,,63,2012,2,EURO5,1340,1580,039,108
15077836,0,A,416,A,"1388,00",GPL,0,5,,71,2014,2,EURO5,1140,1530,029,017
9452285,0,A,425,P,01995,G,1200,5,,130,2008,2,EURO4,1280,1875,029,017
6929072,4,V,1380,S,"2800,00",G,0,9,,64,1998,2,EURO2,0,3500,238,016
15895419,0,M,126,A,"996,00",B,0,2,,69,2007,2,EURO3,0,470,139,018
5092239,0,M,70,A,00125,B-O,,2,,13.25,1985,2,EURO0,0,255,076,097
3347056,0,A,650,P,02664,G,2800,5,,92,1996,2,EURO2,0,2510,062,017
1239501,0,A,428,P,01341,B,1000,5,,62.5,2005,2,EURO3,1360,1500,042,097
3030812,0,A,435,P,01242,B,1000,5,,59,2001,2,EURO3,1420,1430,035,018
380146,0,A,390,A,01588,G,1,5,,51,1985,2,EURO0,1,1460,209,016
1582793,0,A,405,P,01968,G,1400,5,,103,2004,2,EURO4,1480,1900,007,108
6372757,4,C,3500,A,02500,G,,3,,76,1992,2,EURO0,0,3500,209,015
15715395,0,A,460,P,"1242,00",B,750,5,,51,2017,2,EURO6,1200,1500,045,020
4124882,0,M,70,A,00124,B-O,0,2,,19,1988,2,EURO0,0,285,245,016
10628668,0,A,320,P,00996,B,200,4,,50,2009,2,EURO5,1030,1250,051,019
6902939,7,V,2750,S,"4751,00",G,0,3,,107,2004,2,EURO3,0,7500,189,015
14402799,0,A,535,P,"1968,00",G,2000,5,,140,2015,2,EURO6,1490,2470,029,017
2119423,0,M,118,A,00600,B,,2,,86,2003,2,EURO1,0,375,035,012
11433958,0,A,381,A,01248,G,0,5,F,70,2010,2,EURO4,990,1610,070,012
8853980,0,A,560,P,01991,G,1700,7,,110,2007,2,EURO4,2240,2505,146,015
5148824,0,M,70,A,00257,MSC,,2,,20,2000,2,EURO0,0,250,047,013
2106482,0,A,395,P,01199,B,800,5,,55,2003,2,EURO4,1510,1450,027,015
14475459,0,A,324,P,"1149,00",B,550,4,,75,2012,2,EURO5,1320,1375,131,012
10380043,4,C,655,P,1910,G,1300,2,,77,2009,2,EURO4,0,2010,029,017
13314856,2,A,488,P,"1199,00",G,1000,5,,55,2013,2,EURO5,990,1620,081,015
1929189,0,A,383,P,01198,B,700,5,,40,2003,2,EURO4,1420,1530,030,108
10457080,0,A,396,P,01598,B,1200,5,,84,2009,2,EURO4,1590,1830,070,015
6803564,0,A,420,P,01124,B,700,5,,44.1,2004,2,EURO3,1480,1405,084,019
10430462,0,C,840,A,2179,G,2000,2,,103,,2,EURO4,219,2850,015,098
13961295,0,A,495,P,"1798,00",G,1400,5,F,85,2014,2,EURO5,1320,2060,146,015
10262952,0,A,380,P,01994,GPL,2000,5,,110,2008,2,EURO4,1810,2015,003,017
14049572,4,C,1450,P,"2198,00",G,2500,3,F,96,2014,2,EURO5,1950,3500,146,015
9349263,0,M,70,A,00998,B,0,2,,85,,2,EURO0,0,398,022,018
2913065,0,M,118,A,00385,B,,2,,23.5,2001,2,EURO1,0,390,002,015
11878717,0,A,486,P,"1596,00",GPL,1200,5,,85,2010,2,EURO4,1370,1825,209,015
9897365,0,A,585,P,01579,GPL,1500,5,,80,2008,2,EURO4,1770,1980,131,013
9752294,0,A,305,P,01124,B,520,4,,44.1,2008,2,EURO4,1380,1336,204,017
9458758,0,A,502,P,01248,G,1200,5,,55,,2,EURO4,1350,1895,219,016
10876034,0,A,435,P,01368,GPL,1000,5,,66,2009,2,EURO4,1340,1715,075,013
7437528,0,A,415,P,01149,B,1200,5,,55,2006,2,EURO4,1390,1570,021,017
6640454,4,U,150,A,,,,,,,1989,1,EURO0,0,740,026,012
835261,0,A,330,P,00965,B,745,5,,35,1984,2,EURO0,0,1075,060,015
575097,0,A,0,,02199,B,,4,,0,,0,,,0,024,016
1293776,4,C,550,P,01248,G,1100,2,,51,2005,2,EURO3,0,1925,070,012
2201769,0,A,337,P,00998,B,650,5,,50,2002,2,EURO3,1370,1350,213,015
7553058,0,A,435,P,01149,B,1100,5,,43,2006,2,EURO4,1430,1425,035,019
14295406,0,A,415,P,"1598,00",G,1200,5,,66,2014,2,EURO5,1100,1675,146,015
7071719,0,M,0,A,00121,MSC,,2,,5,1982,2,EURO0,0,0,037,016
9237647,0,A,446,P,01229,B,850,5,,59,2008,2,EURO4,1390,1605,038,108
13088652,0,M,100,A,"124,00",B,0,2,,8.5,2012,2,EURO3,0,300,239,016
8584469,0,A,370,P,00995,B,600,5,M,48.5,2007,2,EURO4,1330,1270,146,015
4813301,0,A,350,P,01108,B,1000,5,,41,1991,2,EURO0,0,1370,146,015
12879858,4,X,0,A,,,0,,,,1998,1,,0,1050,042,012
12233498,0,A,260,A,"998,00",B,0,4,,50,2011,2,EURO5,1050,1180,098,015
13090617,0,A,350,P,"1124,00",GPL,700,5,,44.1,2012,2,EURO5,1140,1367,028,108
1168473,0,A,0,,00499,B,,4,,0,,2,,,0,146,015
1706501,0,A,480,P,01461,G,1200,5,,48,2004,2,EURO3,1150,1535,029,017
3401809,0,A,395,P,01390,B,800,5,,55,2000,2,EURO2,1510,1490,014,017
7813351,0,A,494,P,"1560,00",G,1300,5,,80,2006,2,EURO4,1270,1885,119,012
1358203,0,A,386,P,01390,B,800,5,,55,2005,2,EURO4,1560,1567,146,015
12885857,0,M,128,A,"744,00",B,0,1,,35,2011,2,EURO3,0,401,033,108
6473273,0,A,480,P,01461,G,1200,5,,60,2002,2,EURO3,1130,1515,182,015
1104680,0,A,440,P,02443,G,1400,5,,84,1984,2,EURO0,0,1810,034,108
10660418,4,C,1200,P,"2148,00",G,2000,3,F,80,2009,2,EURO4,0,3500,146,015
13443103,0,A,485,P,1968,G,1600,5,F,103,2009,2,EURO5,1460,2020,075,013
14367755,0,A,395,A,"1242,00",GPL,0,4,,51,2015,2,EURO6,1060,1450,028,017
205412,0,A,340,,01294,B,,5,,74,1988,2,EURO0,,1200,012,108
11868835,0,A,345,P,"2143,00",G,2000,5,,120,2010,2,EURO5,1720,2050,053,108
9847556,0,A,424,P,01242,B,600,5,,55,2008,2,EURO4,1390,1520,209,015
5083875,0,M,0,A,00277,MSC,,1,,11.04,1982,2,EURO0,0,160,226,013
6744078,0,A,494,P,01560,G,1200,5,,66,2006,2,EURO4,1250,1880,186,017
7947097,0,M,128,A,998,B,0,2,,72,2007,2,EURO3,0,445,024,016
2347800,0,M,113,A,00487,B,,2,,32.7,2002,2,EURO1,0,380,102,018
7849523,0,A,370,P,01242,B,800,4, ,44,2007,2,EURO4,1380,1305,008,016
14865193,0,A,425,P,"1598,00",G,1200,5,,88,2016,2,EURO6,1100,1770,030,108
8303252,0,A,395,P,01490,B,800,5,,73,2007,2,EURO4,1720,1480,201,013
12823762,0,A,435,P,"1399,00",G,750,5,,51.5,2012,2,EURO5,1040,1540,039,108
2250122,0,A,395,P,01242,B,900,5,,44,2002,2,EURO3,1360,1330,040,108
14072025,0,A,486,P,"1968,00",G,1700,5,,110,2014,2,EURO6,1240,1960,075,013
12666345,0,A,375,A,"1598,00",B,0,4,,90,2012,2,EURO5,1500,1565,040,015
5145807,0,A,255,P,00602,B,400,4,,23.55,1980,2,EURO0,0,930,036,019
15097498,0,A,490,P,"1496,00",G,1500,5, ,85,2016,2,EURO6,1070,1915,182,015
9381727,0,A,410,P,01598,B,1200,5,,84,2008,2,EURO4,1620,1830,002,015
14413012,4,C,1516,P,2464,G,2000,3,,88,2008,2,EURO4,232,3500,092,017
12458193,0,A,385,A,"1198,00",B,0,5,,59,2011,2,EURO5,1150,1425,146,015
5120979,0,A,390,P,01588,G,850,5,,40,1985,2,EURO0,0,1440,086,097
10332083,4,C,1002,P,01995,G,2000,3,,84,2008,2,EURO4,2180,2770,036,019
668753,0,A,270,A,00998,B,,4,,50,2005,2,EURO4,1090,1180,060,012
4355715,0,A,390,P,01596,B,1100,5,,75,1996,2,EURO1,0,1600,177,016
8193102,0,M,105,A,00748,B,0,2,,81,2006,2,EURO2,0,398,130,012
5686557,0,A,470,P,01984,B,1200,5,,85,1992,2,EURO1,0,1730,043,016
15778790,0,A,435,P,"1461,00",G,1090,5,,66,2017,2,EURO6,980,1600,163,017
8823313,0,A,415,P,"1598,00",B,1200,5,GPL,80,2007,2,EURO4,1840,1765,169,015
13885087,0,M,105,A,"153,00",B,0,2,,10,2014,2,EURO3,0,309,146,015
8330124,0,A,270,A,00998,B,,4,,50,2007,2,EURO4,1090,1190,009,015
10965108,6,T,10310,P,15607,G,36310,2,,368,2004,2,EURO3,0,18000,024,018
12250340,0,A,315,A,"1368,00",M,0,4,,57,2011,2,EURO5,1070,1440,133,013
6676212,0,A,485,P,01248,G,1000,5,,66,2006,2,EURO4,1190,1690,040,012
10355503,0,A,645,P,02987,G,3500,5,,165,2006,2,EURO4,2490,2830,146,015
15947423,0,A,575,P,"1598,00",G,1600,5,F,100,2017,2,EURO6,1140,2155,005,019
5673381,0,A,1070,A,02500,G,,9,,85,1991,2,EURO0,0,3500,114,015
8506886,0,A,347,P,01298,B,900,5,,64,2002,2,EURO4,1330,1365,010,108
12643120,0,A,646,P,"1560,00",G,900,5,F,82,2012,2,EURO5,1390,2250,036,019
7642799,0,M,114,A,00459,B,,2,,29,2006,2,EURO2,0,390,146,015
6560586,0,A,390,P,01389,B,1100,5,,60,1993,2,EURO1,0,1450,143,016
7896547,0,A,305,P,01124,B,520,4,,44.1,2007,2,EURO4,1380,1336,027,015
4578884,0,A,380,P,01108,B,900,5,,40,1997,2,EURO2,0,1300,041,108
14185461,0,A,485,P,"1248,00",G,1000,5,F,55,2015,2,EURO5,1100,1665,012,108
14517562,0,A,380,A,"1198,00",B,0,5,,59,2015,2,EURO6,1150,1425,034,108
7905340,0,M,104,A,00101,B-O,,2,,5.8,2000,2,EURO1,0,275,054,098
14001170,1,A,505,P,"2685,00",G,1900,5,,130,2002,2,EURO3,1800,2200,003,012
11506403,0,A,420,P,00999,B,700,5,,45.6,2010,2,EURO4,1140,1350,230,015
1316747,0,M,118,A,00385,B,,2,,23.5,2005,2,EURO2,0,395,008,016
12093297,0,A,556,P,"1598,00",G,1400,5,,77,2011,2,EURO5,1190,1870,120,012
3910743,0,A,379,P,00999,B,700,5,,40.4,1999,2,EURO2,0,1299,083,097
14597456,0,A,465,P,"1598,00",G,1500,5,F,100,2015,2,EURO6,1030,1875,042,017
10086620,0,A,413,P,01149,B,1200,5,GPL,74,2008,2,EURO4,1370,1588,240,016
9648771,0,A,415,P,01149,B,1200,5,,55,2008,2,EURO4,1390,1580,068,018
682412,0,A,330,P,"1116,00",B,930,5,GPL,44.16,1980,2,EURO0,0,1295,054,108
11875416,0,M,96,A,"250,00",B,0,2,,15,2010,2,EURO3,0,355,146,015
11343991,0,A,405,P,01390,GPL,1050,5,,55,2010,2,EURO4,1350,1545,146,015
12066557,0,A,400,P,"1368,00",B,0,5,GPL,55,2010,2,EURO4,1390,1625,146,015
6169915,0,A,810,P,02495,G,3500,9,,90,2001,2,EURO3,2990,2950,036,015
4668941,0,A,505,A,01493,B,0,5,,66,1990,2,EURO0,0,1370,118,012
1638937,0,A,330,A,00796,B,0,5,,37.5,2004,2,EURO3,1440,1210,143,013
686905,0,A,355,P,01598,B,650,4,,66,2005,2,EURO4,1640,1495,197,013
772233,0,A,405,P,02496,G,1800,5,,132,2003,2,EURO3,2350,2230,119,012
2595678,0,A,390,P,01108,B,400,5,,40,2002,2,EURO3,1430,1200,054,108
13362803,0,A,402,P,"1461,00",G,1100,5,,66,2013,2,EURO6,1050,1600,081,015
14042288,0,A,360,A,"1798,00",B-E,0,5,,73,2014,2,EURO6,940,1845,131,015
1314596,0,A,435,P,01242,B,1000,5,,44,2005,2,EURO3,1360,1385,177,017
14108906,0,A,339,A,"999,00",ME,0,4,,50,2014,2,EURO5,790,1370,067,019
11980387,0,A,351,P,"1149,00",B,350,4,,55,2011,2,EURO5,1190,1370,040,108
8483643,0,A,428,P,01598,B,1200,5,,85,2007,2,EURO4,1660,1810,035,108
11869443,0,A,430,P,"1368,00",B,1300,5,,125,2010,2,EURO5,1340,1795,009,015
3320751,0,A,455,P,01242,B,1000,5,,60,2000,2,EURO2,1640,1570,098,015
14112534,0,A,328,P,"1685,00",G,1200,5,F,85,2014,2,EURO5,1470,1940,121,017
14737585,0,A,485,P,"1242,00",B,900,5,,51,2016,2,EURO6,1240,1590,146,015
1613447,0,A,404,P,01398,G,1175,5,,50,2004,2,EURO3,1100,1501,029,017
354119,0,A,330,,00957,B,,5,,33,,2,,,1110,119,012
13920974,0,M,126,A,"645,00",B,0,2,,50.5,2014,2,EURO3,0,415,007,013
14459481,0,A,484,P,"1461,00",G,1200,5,F,66,2015,2,EURO5,950,1729,137,013
5421679,0,A,330,P,00903,B,800,5,,33,1983,2,EURO0,0,1100,021,108
8581699,0,A,405,P,01896,G,1300,5,,66,1999,2,EURO2,0,1780,106,013
912399,0,A,330,P,00965,B,745,5,,35,1980,2,EURO0,0,1075,050,012
1499921,0,M,127,A,00264,B,0,2,,15.2,2004,2,EURO2,0,376,030,020
14988038,0,A,470,A,"998,00",B,0,5,,48.5,2016,2,EURO6,1050,1400,219,016
15065743,0,A,485,P,"1368,00",B,1000,5,,70,2016,2,EURO6,1430,1805,036,019
13317978,0,A,533,P,"1560,00",G,1300,5,,84,2013,2,EURO5,990,1890,107,018
14178766,0,A,484,P,"1422,00",G,1000,5,,55,2015,2,EURO6,940,1630,132,016
13687259,0,A,455,P,"1995,00",G,1200,5,F,105,2014,2,EURO5,1160,1880,011,015
15989495,0,A,596,P,"2143,00",G,2300,5,,154,2017,2,EURO6,1270,2330,021,020
3288043,0,A,390,P,01397,B,800,5,,50,2000,2,EURO4,1730,1569,059,015
13238707,0,M,134,A,"670,00",B,0,2,,38.1,2013,2,EURO3,0,437,146,015
2922208,0,A,340,P,01199,B,650,4,,55,2001,2,EURO4,1560,1370,138,013
3538810,0,A,370,P,01396,B,1000,5,,66,1999,2,EURO3,1810,1570,072,019
14726485,0,A,498,P,"1968,00",G,1600,5,,110,2016,2,EURO6,1250,1990,146,015
8194058,0,M,75,A,00124,B,0,2,,8.4,2002,2,EURO1,0,290,169,015
2356039,0,A,0,P,01108,B,800,5,,40,2002,2,EURO3,1520,0,013,018
12184465,0,A,440,P,"1368,00",GPL,900,4,,57,2011,2,EURO5,1140,1490,113,015
3043942,0,A,273,A,01299,B,0,4,,44,2001,2,EURO4,1630,1265,026,108
7839970,0,A,435,P,01242,B,1000,5,,44,2007,2,EURO4,1360,1385,244,015
2899909,0,A,330,A,00796,B,0,5,,37.5,2001,2,EURO3,1600,1210,027,017
7704428,7,T,10000,P,"12780,00",G,36000,2,,353,2006,2,EURO3,0,18000,026,012
15082248,0,A,385,P,"1390,00",B,1000,5,,55,2002,2,EURO4,1560,1560,146,015
14271917,0,A,475,P,"1995,00",G,1600,5,F,85,2013,2,EURO5,1190,2045,005,015
14800897,0,A,425,P,"1242,00",B,800,5,,51,2016,2,EURO6,1190,1440,146,015
7889096,0,A,483,P,01399,G,750,5,,50,2007,2,EURO4,1220,1640,134,015
14458743,0,M,0,A,125,B,0,2,,40.9,2010,2,EURO3,0,270,054,020
10274406,0,A,0,P,1242,B,800,4,,51,2008,0,EURO4,119,1305,021,017
14016453,0,A,549,P,"1598,00",G,1500,5,F,96,2014,2,EURO5,1140,2055,034,018
15006333,0,A,405,P,"1242,00",B,800,4,,51,2016,2,EURO6,1150,1345,048,108
10870999,4,V,970,P,02476,G,1500,3,,73.6,2004,2,EURO3,0,3050,146,015
