PROG,USO,DESTINAZIONE,PORTATA,FLAG_ANN_MASSA_RIMORC,CILINDRATA,ALIMENTAZIONE,MASSA_RIMORCHIABILE,NUMERO_POSTI,TIPO_ALIMENTAZIONE_IMPIANTO,KW,DT_PRIMA_IMMATRICOLAZIONE,NUMERO_ASSI,COD_SIGLA_EURO,EMISSIONI_CO2,PESO_COMPLESSIVO,COD_ISTAT_COMUNE,COD_ISTAT_PROVINCIA
6207831,0,M,72,A,00198,B-O,,2,,8.83,1984,2,EURO0,0,250,077,015
2120193,0,M,97,A,00251,B,,2,,14.5,2003,2,EURO1,0,330,110,018
1683014,0,M,116,A,00954,B,0,2,,111,2004,2,EURO1,0,384,060,016
2689529,0,A,477,P,01599,B,1300,5,,76,2002,2,EURO3,1910,1800,050,012
10147666,0,A,355,P,00998,B,750,5,,51,2008,2,EURO4,1270,1440,209,015
10977036,0,A,398,P,01124,B,920,5,,44.1,2009,2,EURO4,1400,1483,143,013
2982862,0,A,465,P,01910,G,1300,5, ,77,2001,2,EURO2,1460,1735,096,017
14713368,0,A,405,P,"1242,00",B,800,4,,51,2015,2,EURO6,1100,1345,070,012
10957321,4,C,930,P,02148,G,2000,3,,65,2006,2,EURO3,0,2770,252,013
1583263,0,A,355,P,998,B,650,5, ,48,2004,2,EURO4,1340,1375,060,015
13671098,0,A,609,P,"2231,00",G,2000,5,F,120,2014,2,EURO5,1600,2505,075,013
2097162,0,M,118,A,00385,B,,2,,23.5,2003,2,EURO2,0,395,222,015
10675398,0,A,510,P,02777,G,2000,5,,130,2009,2,EURO4,2280,2520,140,018
509002,0,A,360,,01588,G,,5,,39,,2,,,1280,002,015
4111410,0,M,,A,00124,MSC,0,2,,9.57,1981,2,EURO0,0,,024,016
2291040,0,A,565,P,01870,G,1350,5,,72,1998,2,EURO2,0,1940,146,015
10862724,0,A,385,A,01368,M,0,4,,57,2009,2,EURO5,1150,1630,117,017
2743367,0,A,390,P,01242,B,250,5,,55,2001,2,EURO4,1610,1450,010,013
13499489,0,A,485,P,"1368,00",B,1000,5,,57,2013,2,EURO5,1320,1600,051,097
8994811,,,1340,,02499,G,,3,,55,,2,,,3000,133,012
15942618,2,A,555,P,"1560,00",G,1600,5,,88,2017,2,EURO6,1000,1950,146,015
11581098,0,M,75,A,"163,00",B,0,2,,8.2,2010,2,EURO3,0,276,018,014
14342995,0,M,127,A,"821,00",B,0,2,,77,2015,2,EURO3,0,406,146,015
909839,,,0,,01285,B,,5,,0,,0,,,0,058,012
8814367,0,A,275,A,01299,B,0,4,,51,2006,2,EURO4,1540,1265,029,017
8750354,4,C,820,P,02982,G,2250,5,,126,2007,2,EURO4,2190,2735,146,015
1510485,0,A,398,P,01360,B,1190,5, ,65,2004,2,EURO4,1430,1517,019,108
13047998,0,A,455,P,"1149,00",B,900,5,,55,2012,2,EURO5,1380,1610,170,017
10983772,0,A,485,P,01368,GPL,1000,5,,57,2009,2,EURO4,1190,1600,137,013
14448728,4,C,509,P,"1461,00",G,1200,4,F,66,2015,2,EURO5,950,1703,146,015
8983287,0,A,373,P,01275,B,750,5,,55,1997,2,EURO2,0,1300,146,015
5002067,0,A,340,P,04520,B,1200,5,,162,1978,2,EURO0,0,2140,165,013
11673687,0,A,447,P,"1229,00",B,850,5,,63,2010,2,EURO5,1240,1575,168,015
15079375,0,A,553,P,"1598,00",G,1400,5,F,77,2011,2,EURO5,1230,1890,120,012
6328297,0,M,105,A,00124,B-O,0,2,,9.5,2000,2,EURO1,0,292,026,020
7112001,0,A,420,P,01910,G,1300,5,,85,2003,2,EURO3,1600,1850,087,019
9895206,0,A,432,P,01399,G,750,5,,50,2008,2,EURO4,1190,1570,051,016
6082711,0,A,350,P,01108,B,800,5,,41,1991,2,EURO0,0,1180,022,012
8636261,0,M,109,A,00123,B,0,2,,5.6,2007,2,EURO2,0,300,055,019
884499,0,A,350,P,01372,B,1100,5,,56,1991,2,EURO0,0,1410,245,013
13317958,0,A,510,A,"1242,00",GPL,0,5,,51,2013,2,EURO5,1100,1550,143,013
2033822,0,M,126,A,00996,B,,2,,69,2003,2,EURO2,0,466,027,015
3342397,0,A,425,P,01896,G,1600,5,,85,2000,2,EURO3,1460,1895,053,017
7773969,0,M,99,A,00244,B,0,2,,16.5,2006,2,EURO3,0,350,170,015
8327803,0,A,438,P,01560,G,1300,5,,80,2007,2,EURO4,1270,1795,107,012
11889454,0,A,442,P,"1124,00",B,775,5,,44.1,2010,2,EURO5,1390,1527,087,015
4123630,0,M,75,A,00124,B,0,2,,7.5,1996,2,EURO1,0,255,198,016
12092046,0,A,434,P,"1560,00",G,1300,4,F,80,2010,2,EURO4,1190,1780,146,015
4244795,4,C,920,P,02399,G,1700,2,,55,1994,2,EURO1,0,2790,078,017
14570626,4,C,655,P,"1598,00",GPL,1200,2,,60.5,2015,2,EURO5,1490,1936,024,016
946990,0,A,285,P,01995,B,850,5,,88,1976,2,EURO0,0,1350,023,017
719964,0,A,185,A,00698,B,,2,,45,2005,2,EURO4,1130,990,146,015
735708,4,N,710,A,"218,00",B-O,0,2,,7.5,1990,2,EURO0,0,1160,149,017
4656019,0,A,420,P,01149,B,650,5,,43,1997,2,EURO2,0,1415,085,015
2375986,0,A,418,P,02496,G,1900,5,,132,2002,2,EURO3,2430,2315,035,019
13769603,0,A,507,P,"1461,00",G,1300,5,F,81,2013,2,EURO5,1050,1967,029,017
14546848,4,C,880,P,"1956,00",G,2000,3,F,85,2015,2,EURO5,1650,2800,146,015
14502686,0,A,364,P,"1199,00",B,1150,5,,60,2015,2,EURO6,1090,1484,050,098
8986855,0,A,380,,01108,B,,5,,40,,2,,,1315,027,020
4566037,0,M,72,A,00123,MSC,,2,,5.89,1981,2,EURO0,0,246,056,017
12294650,0,M,76,A,"151,00",B,0,2,,7.7,2011,2,EURO3,0,260,146,015
15976743,4,C,515,P,"1399,00",G,600,2,,50,2011,2,EURO4,1230,1800,001,018
12102255,0,A,360,P,"1998,00",G,1600,5,,110,2011,2,EURO5,1520,1920,146,015
7718725,0,A,435,P,01560,G,1360,5,,80,2006,2,EURO4,1290,1770,146,015
14050219,0,A,345,P,"1199,00",B,1150,5,,60,2014,2,EURO5,1090,1475,175,015
13302148,7,V,500,P,"2287,00",G,3500,3,F,78,2013,2,EURO5,2370,3500,219,016
5090306,0,A,455,P,01370,B,1000,5,,59,1996,2,EURO2,0,1570,043,098
1966714,0,A,727,P,01991,G,1870,5,,82.5,2003,2,EURO3,2020,2520,200,015
8638152,0,A,185,A,00698,B,0,2,,45,2003,2,EURO4,1130,990,146,015
10949995,0,A,365,P,01242,B,800,4,,51,2009,2,EURO5,1190,1305,204,015
10032918,0,A,428,P,01242,B,600,5,,55,2008,2,EURO4,1390,1530,211,015
6087763,0,A,330,P,01108,B,650,5,,34,1990,2,EURO0,0,1170,033,108
1309210,0,A,445,P,01910,G,1300,5,,85,2005,2,EURO3,1550,1810,054,020
9267462,0,A,416,P,"1398,00",G,1160,5,,50,2008,2,EURO4,1150,1539,088,012
2741777,0,A,270,A,04293,B,0,4,,210,2001,2,EURO4,2870,2110,036,019
14666636,0,A,451,P,"1461,00",G,1200,5,F,55,2015,2,EURO6,850,1711,122,012
559877,0,A,435,P,01242,B,1000,5,,44,2005,2,EURO3,1360,1370,182,018
880470,0,M,89,A,00249,B,,2,,14,2005,2,EURO2,0,284,146,015
6147796,0,A,430,P,01124,B,600,5,,44.01,2001,2,EURO3,1450,1310,134,015
10612610,0,A,480,P,01598,B,1200,5,,77,2009,2,EURO4,1590,1855,195,015
4196329,4,P,370,P,01396,B,1000,5,,76,1998,2,EURO2,0,1480,118,015
7731219,0,M,129,A,00198,B,,2,,13,2006,2,EURO2,0,352,001,108
1063297,0,A,429,P,01399,G,750,5,,50,2005,2,EURO3,1160,1570,006,108
4653060,0,M,70,A,"1338,00",B,0,2,,45.3,1990,2,EURO0,0,421,086,015
12041737,4,I,750,P,"2500,00",G,1600,5,,85,1997,2,EURO2,0,3500,161,017
13937106,0,A,558,P,"1997,00",G,2100,5,F,103,2014,2,EURO5,1490,2250,046,015
12322564,0,A,370,P,1242,B,800,5,,51,2010,2,EURO5,113,1305,030,020
13811025,4,C,616,P,"1560,00",G,1150,3,F,66,2014,2,EURO5,1320,1990,224,015
8365024,0,A,420,P,01896,G,1400,5,,74,2004,2,EURO3,1510,2030,146,015
13081461,0,A,460,P,"1242,00",B,750,5,,51,2012,2,EURO5,1150,1500,037,016
14938777,0,A,520,P,"1995,00",G,1800,5,,110,2016,2,EURO6,1240,2135,168,016
14703879,0,A,432,P,"1248,00",G,1150,5,F,70,2016,2,EURO6,850,1710,027,108
12570053,0,A,556,P,"1598,00",G,1400,5,,77,2011,2,EURO5,1190,1870,158,017
15934422,0,M,154,A,"937,00",B,0,2,,83,2017,2,EURO4,0,465,179,015
11895206,0,A,370,P,"1242,00",B,800,5,,44,2010,2,EURO4,1550,1425,070,014
4105436,0,M,70,A,00595,B,0,2,,32,1984,2,EURO0,0,286,024,016
11300147,0,A,441,P,01364,GPL,1000,5,,66,2010,2,EURO4,1290,1810,053,016
1852335,0,A,428,P,01242,B,600,5,,55,2003,2,EURO4,1550,1530,010,108
14196977,0,A,365,P,"1248,00",G,800,4,F,70,2015,2,EURO5,950,1420,150,018
6251660,0,M,75,A,00748,B,,2,,72,1998,2,EURO0,0,363,035,097
8567603,0,M,70,A,00121,MSC,0,2,,6,1992,2,EURO0,0,235,072,018
10228150,0,A,390,P,01108,B,400,4,,40,2008,2,EURO4,1390,1200,132,012
3852811,0,A,445,P,01598,B,1200,5,,88,1998,2,EURO2,0,1705,053,012
10676858,0,A,532,P,1364,B,1000,5,GPL,66,2009,2,EURO4,1480,1810,024,108
10592563,0,A,435,P,01248,G,600,5,,55,2009,2,EURO4,1190,1710,075,013
184501,0,A,480,P,01461,G,1200,5,,48,2003,2,EURO3,1150,1535,004,098
1489763,0,A,464,P,01398,G,1100,5,,50,2004,2,EURO3,1130,1525,116,017
179737,,,695,,00218,B,,2,,7,,2,,,1160,029,017
6233449,0,M,70,A,00904,B,,2,,57,1994,2,EURO0,0,335,166,015
6171540,0,M,72,A,"198,00",B-O,0,2,,8.83,2013,2,EURO0,0,250,146,015
10997114,2,A,555,P,02967,G,1900,5,,176,2009,2,EURO5,1890,2475,146,015
6739358,0,A,405,P,01968,G,1600,5,,103,2005,2,EURO4,1700,2080,205,015
11283225,0,A,366,P,01229,GPL,850,5,,59,2010,2,EURO4,1190,1575,029,017
883684,0,A,465,P,01995,G,1600,5,,120,2006,2,EURO4,1580,2045,133,012
3066322,0,A,398,P,01596,B,1200,5,,74,2001,2,EURO3,1690,1590,087,016
15887557,0,A,457,P,"1461,00",G,1500,5,F,80,2016,2,EURO6,1150,1795,002,015
6187189,0,M,153,A,00740,B,0,2,,55,1986,2,EURO0,0,450,146,015
3507900,0,A,350,P,00998,B,650,5,,50,2000,2,EURO3,1370,1335,110,018
3960682,4,C,1000,P,02494,G,1800,2,,55,1989,2,EURO1,0,2740,049,108
5121229,0,A,330,P,04973,B,1500,5,,170,1984,2,EURO0,0,2020,183,016
13874079,0,A,120,A,1221,B,0,2,,44.16,1958,2,EURO0,0,1110,029,017
10926500,0,A,0,A,499,B,0,4,,0,1970,2,EURO0,0,0,039,108
13962651,0,A,475,P,"1598,00",B,1200,5,,77,2010,2,EURO4,1770,1710,024,016
10347339,0,A,370,P,01248,G,900,5,,51,2008,2,EURO4,1360,1520,010,013
9884178,0,M,118,A,00998,B,,2,,92,2008,2,EURO3,0,410,027,015
6956812,0,M,0,,00122,MSC,,1,,11,1988,2,EURO0,,0,166,015
12888078,0,A,355,P,"1582,00",G,1300,5,,85,2012,2,EURO5,1250,1810,084,012
8388936,0,M,129,A,00198,B,,2,,13,2007,2,EURO2,0,352,050,098
5246840,4,J,450,A,,,,,,,1989,1,EURO0,0,600,098,019
10067181,0,A,540,P,01999,B,1500,5,,108,2008,2,EURO4,1710,1970,146,015
12172500,0,A,605,P,2993,G,2700,5,,225,2011,2,EURO5,198,2790,146,015
7146531,0,A,330,A,995,B,0,5,,46.5,2003,2,EURO3,1580,1230,127,012
8489984,0,A,439,P,01422,G,1000,5,,59,2007,2,EURO4,1240,1620,008,017
1136898,0,A,395,P,01968,G,1400,5,,103,2005,2,EURO4,1500,1940,172,015
14719298,4,C,0,,0,,,0,,0,,0,,0,0,146,015
1129742,0,A,0,,00997,B,,5,,0,,0,,,0,033,108
2046717,0,A,385,P,01390,B,1000,5,,55,2003,2,EURO4,1560,1560,002,108
12567490,0,A,441,P,"1242,00",B,500,5,,44,2011,2,EURO5,1270,1495,015,098
6350163,0,A,465,P,01149,B,1100,5,,43,1999,2,EURO2,0,1440,039,012
3859966,0,A,465,P,01149,B,1100,5,,43,1999,2,EURO2,0,1440,102,018
251989,2,A,414,P,02184,G,1500,5,,102,2003,2,EURO3,1640,1995,050,108
11280337,0,M,83,A,"449,00",B,0,2,,18.5,2010,2,EURO2,0,290,042,012
11850276,0,M,107,A,"156,00",B,0,2,,11.2,2010,2,EURO3,0,325,011,013
9071081,0,A,500,,02826,G,,5,,85,,2,,,2450,033,108
14862134,0,A,405,A,"1497,00",B-E,0,5,,54,2016,2,EURO6,750,1565,038,108
2186788,4,C,900,A,02148,G,,3,,75,2002,2,EURO3,0,2670,010,013
14956798,0,A,525,P,"1461,00",G,1350,5,F,81,2016,2,EURO6,1030,1910,088,016
1051543,0,M,0,,00149,B,,2,,0,,0,,,0,146,015
6738216,0,A,185,A,01999,B,0,2,,118,2006,2,EURO4,1930,1355,029,017
9402703,0,A,425,P,01248,G,1000,5,,66,2008,2,EURO4,1240,1700,118,015
14085836,0,A,510,A,"1242,00",GPL,0,5,,51,2014,2,EURO6,1100,1550,039,017
8234424,0,A,465,P,01149,B,1100,5,GPL,43,2000,2,EURO2,0,1440,146,015
2742273,0,M,113,A,00600,B,,2,,70,2001,2,EURO1,0,386,033,018
10578323,0,A,425,P,01968,G,1400,4,,103,2009,2,EURO4,1480,1995,115,015
4510244,4,C,1080,P,02496,G,900,3,,59,1992,2,EURO1,0,2900,133,017
13610294,4,Y,29700,A,0,,0,0,,0,1993,4,,0,36000,084,013
7423398,0,A,465,P,01699,B,1300,5,,85,2005,2,EURO4,1570,1705,133,012
10813506,0,A,370,P,01242,B,800,5,,44,2009,2,EURO4,1190,1305,093,015
3973412,0,A,400,P,01781,B,1100,5,,64,1988,2,EURO0,0,1540,116,016
14995635,0,A,523,P,"1395,00",B,1400,5,,92,2016,2,EURO6,1220,1770,139,018
13612378,0,A,361,A,"999,00",B,0,4,,44,2013,2,EURO5,1050,1290,058,012
15846240,0,A,492,P,"1560,00",G,750,5,,66,2005,2,EURO3,1190,1610,091,016
11687402,0,A,441,P,"1560,00",G,1150,5,,68,2010,2,EURO5,1100,1718,037,013
9069285,0,A,445,P,01995,G,1600,5,,90,2006,2,EURO4,1500,1950,118,013
11779561,0,A,440,P,1242,B,750,5,,44,2009,2,EURO4,1390,1460,113,017
11722707,0,M,107,A,"600,00",B,0,2,,42,2010,2,EURO3,0,340,066,019
4074023,0,M,70,A,00124,MSC,0,2,,6.62,1982,2,EURO0,0,244,026,018
4143536,0,A,450,P,01910,G,1400,5,,85,2002,2,EURO3,1620,1875,146,015
10476411,0,A,460,P,01248,G,1200,5,,66,2009,2,EURO4,1270,1725,067,012
3783501,4,P,530,P,01995,G,1200,5,,60,1999,2,EURO2,0,1860,159,017
14269490,4,C,505,P,"1461,00",G,1200,4,F,66,2015,2,EURO5,950,1651,193,016
7762151,0,A,405,P,01968,G,1600,5,,103,2006,2,EURO4,1700,2080,155,017
5911772,0,A,365,P,01043,B,600,5,,33,1991,2,EURO0,0,1200,146,015
8085957,0,A,425,P,01242,B,1000,5,,59,2007,2,EURO4,1540,1655,178,016
14104541,0,Z,185,A,"313,00",B,0,2,,15.4,2014,2,EURO2,0,480,146,015
470756,0,A,330,,01118,B,,5,,44,,2,,,1360,137,012
8985796,0,A,350,,01929,G,,5,,66,,2,,,1580,091,016
2567232,0,A,385,P,01689,G,800,5,,70,2002,2,EURO3,1390,1560,006,016
14561490,0,A,0,A,998,B,0,4,,51,2015,2,EURO6,95,1240,067,012
775857,0,A,0,,01298,B,,4,,0,,0,,,0,192,015
2469671,0,A,398,P,01596,B,1200,5,,74,2002,2,EURO3,1690,1590,146,015
8561700,0,A,485,P,01368,B,1000,5,,57,2006,2,EURO4,1400,1600,078,012
9038478,0,A,425,,01995,G,1600,5,,110,,2,,,1895,116,015
5947517,0,A,435,P,01910,G,1000,5,,44,1999,2,EURO2,1500,1530,018,020
12270847,0,A,535,P,"1984,00",B,2000,5,,155,2011,2,EURO5,1880,2330,146,015
7769284,0,A,415,P,01149,B,1200,5,,48,2006,2,EURO4,1390,1570,227,013
13050032,0,A,309,A,"1206,00",GPL,0,5,,60,2012,2,EURO5,1130,1367,192,015
7442059,0,A,485,P,01242,B,900,5,,48,2006,2,EURO4,1400,1590,116,015
9503827,0,A,400,P,01586,B,1200,5,,79,2008,2,EURO4,1730,1670,012,108
3469566,0,A,515,P,01870,G,1600,5,,72,2000,2,EURO2,0,1900,055,016
4586761,0,M,70,A,00391,B,,2,,27.97,1982,2,EURO0,0,320,059,017
7866433,0,M,105,A,00249,B,0,2,,14.1,1998,2,EURO1,0,342,182,015
256461,,,360,,01986,B,,5,,85,,2,,,1715,146,015
14548375,0,A,525,P,"1968,00",G,1800,5,F,103,2014,2,EURO5,1370,2045,050,019
1446676,0,A,445,P,01910,G,1300,5,,103,2004,2,EURO3,1570,1810,059,015
9723578,0,A,445,P,01910,G,600,5,,88,,2,EURO4,110,2040,146,015
11684461,0,A,554,P,1968,G,1500,5,,103,2007,2,EURO4,1450,1910,108,015
1272172,0,A,425,P,01368,B,1000,5,,70,2005,2,EURO4,1570,1655,035,020
3206675,0,A,395,P,01242,B,900,5,,44,2000,2,EURO2,1580,1331,029,017
1670843,0,A,425,P,02494,B,1800,5,,141,2004,2,EURO4,2720,2240,198,016
8915984,0,A,475,P,01968,G,1600,5,,103,2007,2,EURO4,1590,1980,160,016
12131340,0,A,0,A,1481,B,0,2,,51.52,1963,2,EURO0,0,0,190,017
15784166,0,A,395,P,"998,00",B,730,5,,51,2017,2,EURO6,990,1450,029,017
12067518,0,A,460,P,"1798,00",G,1400,5,,110,2011,2,EURO5,1500,2060,037,013
3212606,0,A,445,P,01598,B,1200,5,,88,2000,2,EURO2,1950,1730,146,015
1993794,0,A,435,P,01242,B,1000,5,,44,2003,2,EURO3,1360,1370,024,016
5638528,0,A,455,P,01461,B,900,5,,63,1986,2,EURO0,0,1450,076,019
8843257,0,A,445,P,01910,G,1500,5,,110,2007,2,EURO4,1870,2110,198,016
13950275,0,A,525,P,"1368,00",M,1000,5,,88,2014,2,EURO6,1340,2140,114,017
927793,4,R,685,A,00000,,,0,,0,1991,1,,0,1000,066,014
6366816,0,A,420,P,01588,G,1000,5,,40,1988,2,EURO0,0,1410,186,017
6709516,1,A,535,P,02148,G,1900,5,,110,2006,2,EURO4,1740,2145,081,016
9487063,4,3,125,A,"448,00",B,0,2,,14.5,2008,2,EURO2,0,420,166,015
3637146,0,A,750,P,02982,G,2800,5,,92,1999,2,EURO2,2940,2750,149,016
6835626,4,I,530,P,02500,G,1600,2,,85,1995,2,EURO1,0,3180,060,015
8146623,0,A,370,P,01248,G,900,5,,51,2007,2,EURO4,1140,1380,124,016
153657,0,A,330,,01397,B,,5,,88,,2,,,1255,020,108
13780232,0,A,460,P,"1242,00",B,750,5,,51,2013,2,EURO5,1200,1500,130,012
14375824,0,A,460,P,"1242,00",B,750,5,,51,2014,2,EURO6,1180,1500,002,020
6556285,5,C,4400,A,04941,G,,3,,76,1968,2,EURO0,0,7980,018,014
12456033,0,A,441,P,"1870,00",G,2000,5,,95,2011,2,EURO5,1770,2170,045,020
